sh050m,sh100m,sh500m,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate,DEM,GOP
0.62,0.75,0.87,65902.0,-0.5,8.6,10.5,14.6,5.6,1143,1762
0.68,0.79,0.91,50681.0,-10.4,10.2,11.8,12.8,5.0,3421,9992
0.61,0.73,0.9,46497.0,-6.7,12.7,14.2,21.3,5.9,1579,5736
0.61,0.66,0.85,50952.0,-9.3,12.9,10.8,23.2,6.3,32258,26969
0.66,0.69,0.85,50598.0,-9.5,12.7,9.7,27.3,6.1,60180,53479
0.7,0.77,0.92,40690.0,-9.4,13.8,15.2,17.8,8.6,2551,8248
0.55,0.66,0.86,55090.0,-6.1,11.5,9.8,34.2,4.9,40731,49823
0.64,0.75,0.9,49566.0,-13.3,8.6,12.3,18.2,5.6,1074,2523
0.71,0.8,0.92,52386.0,-12.6,10.4,10.2,15.0,5.6,528,1965
0.66,0.76,0.9,51069.0,-4.3,11.7,11.2,16.9,5.7,2279,8209
0.64,0.73,0.88,56414.0,5.6,11.8,16.5,17.5,7.3,748,1777
0.61,0.68,0.86,45863.0,-2.6,10.8,11.9,19.3,5.9,7531,10845
0.65,0.71,0.87,60590.0,-4.0,11.4,10.4,26.4,6.4,20568,38620
0.66,0.73,0.9,45476.0,-9.8,11.0,11.6,22.8,7.4,2389,5780
0.62,0.69,0.89,45247.0,-9.6,13.3,12.3,15.1,7.2,9876,18582
0.67,0.74,0.9,50195.0,-8.5,13.1,11.9,17.2,6.3,1146,4039
0.57,0.66,0.87,48346.0,-11.6,13.2,10.9,23.0,5.3,2983,4267
0.67,0.76,0.9,58587.0,-5.9,11.9,12.0,20.6,3.8,1446,5566
0.68,0.78,0.92,45583.0,-0.9,13.3,10.6,14.6,8.5,1048,6963
0.7,0.76,0.91,44874.0,-4.4,11.2,15.8,15.2,6.6,1412,5639
0.65,0.73,0.87,51567.0,-7.4,11.2,11.6,18.5,5.8,11005,12597
0.67,0.71,0.83,81640.0,-1.4,11.4,6.3,34.0,6.0,146230,129726
0.63,0.7,0.89,48112.0,-0.1,12.2,11.4,22.6,6.2,8539,21503
0.61,0.74,0.84,50296.0,-6.7,12.8,10.1,22.6,6.7,52595,53922
0.62,0.71,0.87,73055.0,-1.7,10.9,9.6,31.6,5.5,5068,13180
0.69,0.78,0.9,51517.0,-3.4,19.1,9.0,15.3,3.6,2802,9642
0.59,0.65,0.86,51329.0,0.7,14.1,8.7,28.2,4.3,55222,83801
0.65,0.73,0.87,59765.0,5.9,13.3,9.0,32.3,3.4,9841,20637
0.59,0.73,0.86,47218.0,-7.0,12.7,9.7,16.9,4.2,860,2579
0.69,0.77,0.89,42588.0,-8.0,10.5,13.3,13.6,5.3,1243,3349
0.56,0.63,0.83,80634.0,13.8,12.5,8.3,48.3,3.4,10181,19654
0.66,0.74,0.87,56323.0,4.5,7.8,12.0,27.4,4.0,2518,5015
0.65,0.77,0.89,55708.0,2.5,10.3,8.8,17.2,4.2,1891,6273
0.64,0.75,0.87,46287.0,-6.8,12.9,10.4,13.9,4.6,3758,9697
0.69,0.75,0.89,51837.0,4.9,12.8,11.0,20.9,4.2,18791,30012
0.7,0.8,0.91,50185.0,-8.6,12.5,11.1,16.8,4.7,2306,8528
0.72,0.78,0.89,53862.0,-7.7,14.1,12.0,16.6,3.9,2819,8530
0.7,0.78,0.91,46210.0,2.9,10.4,11.0,11.4,5.6,1323,3013
0.68,0.79,0.9,49237.0,-1.2,16.0,9.8,13.8,3.5,1800,8545
0.73,0.79,0.91,63876.0,-1.0,10.5,9.8,21.6,4.7,4883,18110
0.71,0.8,0.92,51999.0,5.8,13.8,11.0,19.6,3.6,2121,8488
0.68,0.73,0.89,52599.0,0.6,12.6,9.6,17.7,3.9,3941,12054
0.6,0.71,0.89,41404.0,-0.4,10.2,10.5,24.3,5.1,18100,24217
0.68,0.75,0.91,62852.0,-1.5,13.5,9.4,22.2,3.1,5389,13365
0.64,0.71,0.86,54582.0,-4.1,15.5,8.3,19.2,3.5,20667,41810
0.72,0.81,0.92,44673.0,-2.4,10.0,13.4,11.6,5.7,2252,6839
0.69,0.75,0.9,58703.0,0.2,11.9,9.5,29.5,4.1,13939,21427
0.68,0.78,0.9,43571.0,-3.4,11.0,12.5,15.0,5.8,1476,5661
0.73,0.82,0.93,57674.0,-8.2,10.6,8.9,19.8,4.3,1967,8665
0.65,0.78,0.89,46662.0,-11.0,12.3,12.3,14.4,4.7,1960,6010
0.7,0.75,0.91,54690.0,-2.5,11.9,11.1,17.4,3.6,3720,11079
0.58,0.7,0.87,40177.0,-10.7,10.8,12.1,17.1,4.9,7029,17009
0.7,0.81,0.91,46019.0,-4.5,10.3,11.5,14.8,6.5,2929,10275
0.5,0.59,0.82,92406.0,16.6,12.4,5.0,57.8,3.2,57214,87299
0.65,0.72,0.87,70655.0,16.7,11.0,9.5,30.3,3.8,8901,25050
0.71,0.77,0.91,57573.0,2.2,11.6,10.1,17.4,4.2,4776,12993
0.6,0.66,0.85,78464.0,12.4,11.1,7.0,36.3,3.5,22595,48326
0.72,0.78,0.9,45356.0,-4.0,9.8,12.2,16.6,4.6,5124,13895
0.68,0.74,0.88,49204.0,0.1,12.0,12.3,21.2,4.6,11215,23675
0.65,0.74,0.89,50138.0,-5.1,11.7,12.8,19.0,4.0,3506,11649
0.69,0.79,0.91,51871.0,-1.1,13.7,9.9,15.5,3.7,3843,12857
0.6,0.73,0.87,56034.0,-4.3,11.6,9.4,14.9,5.3,3329,9382
0.71,0.8,0.91,46949.0,-8.8,14.2,10.8,10.6,4.5,1889,5697
0.65,0.78,0.91,51534.0,-2.3,11.8,11.6,17.9,4.7,4325,8538
0.73,0.82,0.92,50425.0,-7.8,11.3,10.3,11.1,4.7,2364,8222
0.63,0.71,0.87,67215.0,13.6,12.5,8.9,31.8,3.6,17318,45456
0.61,0.71,0.91,43897.0,-11.1,11.7,12.2,16.4,4.4,3772,11077
0.62,0.69,0.87,56010.0,-1.5,13.0,9.1,22.7,3.7,6311,23909
0.67,0.72,0.89,60402.0,-0.3,19.2,6.1,10.4,3.4,2080,7025
0.66,0.69,0.84,53600.0,-5.5,11.9,9.8,22.1,6.3,116896,75565
0.63,0.72,0.86,52763.0,-6.7,12.0,10.7,17.9,5.9,19795,22678
0.7,0.79,0.9,47997.0,1.0,10.9,11.4,15.5,5.7,4210,14034
0.69,0.75,0.88,45853.0,-0.8,11.7,11.5,18.0,5.0,18595,32376
0.6,0.64,0.85,45300.0,-1.7,15.2,8.5,30.4,4.5,212676,130228
0.63,0.71,0.86,53767.0,-5.5,12.8,10.4,20.5,3.7,4798,12286
0.71,0.81,0.92,51008.0,-4.8,12.2,9.9,13.4,4.1,881,3695
0.64,0.76,0.88,47650.0,1.9,9.9,10.7,12.7,4.7,2766,9975
0.44,0.53,0.79,44442.0,8.2,9.2,6.8,45.6,4.6,34183,20527
0.68,0.74,0.89,51527.0,-1.8,12.2,10.2,18.1,3.8,3362,11051
0.71,0.77,0.89,60482.0,-0.8,11.4,9.7,16.9,4.2,6037,23671
0.6,0.71,0.86,51183.0,0.6,11.4,10.9,11.2,5.6,1403,4074
0.69,0.74,0.89,52318.0,-6.1,13.1,9.1,14.3,4.1,3904,12198
0.71,0.78,0.91,54422.0,3.2,8.8,11.4,13.7,4.9,686,2118
0.68,0.79,0.91,41077.0,-8.0,12.2,12.4,12.3,5.1,2048,5800
0.71,0.78,0.9,46069.0,4.6,10.6,11.7,12.6,5.6,1946,6151
0.67,0.77,0.89,47599.0,-5.1,12.8,9.6,12.2,5.2,1441,4863
0.69,0.79,0.92,48905.0,-17.9,11.5,11.0,14.9,4.6,3062,4556
0.74,0.79,0.92,49578.0,1.1,11.4,13.7,13.7,4.3,1297,4398
0.63,0.67,0.84,67302.0,-1.1,10.3,8.3,28.2,5.1,33531,38719
0.7,0.73,0.9,61619.0,-0.2,10.7,9.5,20.7,3.9,3515,8393
0.66,0.77,0.89,47243.0,-14.3,10.5,12.0,12.5,4.5,1327,3854
0.61,0.68,0.86,50896.0,-6.5,10.1,9.8,16.1,4.5,3356,10637
0.69,0.78,0.91,46750.0,-2.1,11.9,10.7,14.3,4.5,2446,7515
0.69,0.8,0.91,55129.0,-0.7,11.8,10.3,18.1,4.6,2471,9806
0.74,0.81,0.91,50412.0,-4.4,11.8,11.3,13.0,3.8,1525,5292
0.55,0.63,0.8,48960.0,1.3,13.1,9.6,29.2,4.5,52247,52019
0.75,0.82,0.93,47738.0,1.8,12.4,12.4,11.9,4.8,2642,6074
0.72,0.79,0.9,53019.0,-3.7,11.2,9.9,19.4,4.0,4247,12718
0.69,0.75,0.91,58217.0,-5.8,9.4,10.7,14.9,4.1,2861,6572
0.68,0.76,0.89,46602.0,6.5,11.8,11.4,10.8,5.4,2489,6367
0.59,0.67,0.88,54071.0,-6.4,12.1,9.6,20.6,3.7,3741,10127
0.7,0.8,0.91,46706.0,-6.1,9.8,11.4,10.8,5.9,2113,6138
0.7,0.79,0.91,45337.0,-0.5,11.9,9.0,9.9,4.9,930,2558
0.42,0.6,0.82,51385.0,13.3,12.6,6.2,37.7,4.1,27207,30711
0.72,0.78,0.9,60756.0,-4.0,10.1,11.6,23.0,3.8,1587,5589
0.71,0.78,0.91,46862.0,-5.7,9.5,10.1,16.9,4.0,715,2445
0.63,0.69,0.89,46750.0,-2.4,12.4,10.7,26.3,4.1,28296,40422
0.7,0.79,0.91,51425.0,4.0,10.4,14.8,13.4,6.6,2081,4511
0.54,0.69,0.88,43560.0,1.3,11.9,10.7,24.5,5.4,15922,21924
0.65,0.77,0.9,51561.0,-8.6,10.9,13.4,18.4,4.3,3018,9819
0.66,0.77,0.9,55466.0,-11.8,9.7,10.8,18.9,4.8,839,2896
0.65,0.71,0.89,65809.0,6.9,10.7,9.0,29.6,4.0,9086,19133
0.74,0.81,0.92,48939.0,-0.4,11.7,12.9,13.2,4.6,2636,8206
0.64,0.74,0.88,42983.0,-3.8,11.5,12.9,18.2,4.8,8322,16028
0.68,0.76,0.89,56054.0,-2.3,12.7,10.1,18.1,3.6,2585,9999
0.6,0.76,0.87,47439.0,-9.1,12.5,11.8,16.8,4.0,2563,6813
0.67,0.76,0.89,54873.0,-2.1,12.0,8.7,20.9,3.9,3379,11357
0.52,0.73,0.88,53416.0,-14.1,10.2,16.3,15.4,2.9,1127,2456
0.56,0.72,0.88,46939.0,-12.6,9.4,13.4,17.7,2.6,565,1393
0.58,0.7,0.89,49439.0,-1.4,13.9,12.9,18.5,4.9,2409,4072
0.59,0.73,0.89,39124.0,-4.1,12.4,13.6,17.1,4.7,1813,4031
0.49,0.71,0.87,49560.0,-11.5,11.3,14.5,14.6,3.3,1079,2135
0.64,0.75,0.87,63069.0,-1.5,11.9,9.1,22.6,3.6,4672,8226
0.53,0.68,0.85,50887.0,-8.7,13.0,8.8,28.6,4.6,32006,27382
0.61,0.68,0.86,60421.0,-0.2,11.2,12.0,24.8,2.8,5517,7458
0.53,0.71,0.88,65733.0,-2.4,11.0,8.6,30.3,3.6,5349,7199
0.68,0.76,0.9,57228.0,-8.7,13.8,9.6,20.6,4.1,3966,5504
0.43,0.55,0.81,52344.0,-8.6,14.9,9.2,19.6,3.5,2851,4895
0.63,0.77,0.89,54970.0,-9.5,9.5,12.1,17.5,4.3,2163,4918
0.55,0.71,0.88,50767.0,3.8,11.4,14.3,19.5,3.8,1396,3466
0.52,0.73,0.89,56292.0,-3.0,13.0,12.0,22.2,2.5,3305,6627
0.51,0.71,0.86,47897.0,-9.5,10.3,14.8,19.6,3.2,1946,4755
0.65,0.7,0.87,63672.0,5.9,10.1,10.3,23.0,3.3,3578,5275
0.51,0.66,0.85,53109.0,4.6,10.6,12.7,22.7,3.6,9840,11583
0.55,0.63,0.86,53534.0,-3.8,11.5,15.0,21.4,3.6,1676,4188
0.61,0.71,0.89,49197.0,-4.6,11.0,10.7,16.9,4.4,2264,3739
0.61,0.69,0.85,47753.0,3.0,13.3,12.0,16.9,3.4,1463,2706
0.5,0.61,0.85,53549.0,-11.4,11.2,12.1,22.6,3.8,2246,5870
0.57,0.74,0.9,53809.0,-3.3,10.1,10.7,17.2,4.2,3236,5309
0.62,0.7,0.87,49850.0,-7.1,12.5,12.2,19.1,4.9,10079,11249
0.56,0.71,0.86,51473.0,-2.7,13.7,9.6,12.8,5.4,1985,4608
0.53,0.59,0.83,82123.0,34.0,15.4,5.5,49.4,2.6,15662,19288
0.61,0.72,0.89,49636.0,7.5,17.1,12.3,20.5,4.2,976,2721
0.39,0.52,0.76,36808.0,-11.7,11.7,10.9,23.5,3.2,1201,2296
0.67,0.74,0.9,56747.0,-8.4,12.1,9.9,16.6,3.4,2956,5688
0.55,0.64,0.85,48991.0,-7.1,11.7,11.5,20.5,4.9,8178,9479
0.43,0.56,0.84,58019.0,7.7,9.7,11.1,31.3,4.3,3051,6743
0.54,0.64,0.86,59403.0,-4.8,12.7,8.9,30.5,3.5,22774,23384
0.48,0.59,0.85,48035.0,-12.4,11.2,12.0,20.2,4.2,1356,3121
0.53,0.67,0.88,52192.0,-12.1,10.8,13.2,19.8,4.4,3666,5591
0.58,0.66,0.87,49771.0,-4.7,12.5,11.1,19.9,3.6,3177,4371
0.53,0.71,0.86,52860.0,-12.8,12.1,13.4,17.7,3.4,1490,3153
0.62,0.68,0.87,53861.0,7.1,12.0,13.4,19.3,3.3,959,2401
0.63,0.71,0.86,48769.0,7.8,12.3,13.7,20.1,3.1,1688,2819
0.59,0.76,0.89,64146.0,-8.7,10.0,10.9,28.0,3.4,1847,4516
0.61,0.72,0.87,55531.0,0.4,10.1,10.9,19.8,3.6,1720,3603
0.61,0.7,0.85,58920.0,-10.9,12.7,10.5,24.3,3.8,2715,4450
0.53,0.7,0.87,57222.0,-13.1,10.6,10.5,23.1,2.7,1582,3972
0.52,0.68,0.85,50616.0,-2.4,11.1,13.4,19.8,3.9,2774,5231
0.62,0.7,0.87,55325.0,-5.0,11.7,13.2,18.8,3.4,2123,4892
0.57,0.64,0.86,50684.0,-1.7,11.9,10.9,20.1,3.5,2897,5764
0.58,0.71,0.89,49916.0,-6.7,12.5,12.3,14.9,3.6,1674,2611
0.53,0.71,0.87,54315.0,-1.6,11.5,13.0,20.8,2.9,1251,3564
0.54,0.65,0.88,53300.0,0.4,12.1,13.5,19.0,2.5,792,2655
0.6,0.74,0.87,57771.0,-5.2,11.3,11.8,19.1,3.1,3070,5193
0.64,0.74,0.89,49769.0,0.2,11.5,10.4,18.8,4.2,3837,5821
0.64,0.73,0.87,53829.0,-2.8,11.3,9.4,17.9,3.5,7108,10556
0.52,0.6,0.75,46617.0,8.5,8.7,8.9,31.6,3.6,3702,3738
0.37,0.47,0.81,58904.0,5.7,12.6,5.1,53.0,2.6,49942,20993
0.65,0.72,0.88,55210.0,-0.8,10.3,10.4,18.4,4.2,3779,5718
0.61,0.78,0.9,49898.0,-1.0,11.6,11.0,18.2,4.3,1265,3385
0.49,0.6,0.87,55129.0,-2.7,11.4,11.9,18.3,2.6,2529,5637
0.6,0.68,0.86,49654.0,-12.0,12.1,12.6,15.7,6.0,6195,8762
0.55,0.63,0.83,64625.0,3.7,12.8,8.0,33.0,3.6,58481,48183
0.66,0.72,0.88,52271.0,-10.0,12.9,8.9,14.2,3.9,1643,3060
0.67,0.73,0.88,55871.0,-2.9,11.2,14.6,17.0,3.1,1236,2873
0.62,0.69,0.87,62496.0,-3.9,15.0,8.5,21.4,2.0,917,5188
0.61,0.69,0.86,64776.0,5.0,11.4,10.5,23.9,3.5,2666,5336
0.52,0.67,0.85,51839.0,-8.0,12.9,11.0,22.3,3.7,2606,7404
0.6,0.71,0.88,61098.0,-0.5,11.4,9.9,26.4,3.0,5469,10940
0.62,0.69,0.83,53645.0,-7.1,12.8,11.7,19.0,4.9,7623,9125
0.61,0.66,0.85,75550.0,8.5,10.2,8.0,23.7,3.6,2080,5050
0.58,0.69,0.88,55129.0,-2.0,10.5,11.5,17.7,2.6,1879,3180
0.58,0.7,0.87,47371.0,-1.6,10.8,17.8,16.7,4.1,1244,3115
0.59,0.73,0.89,49402.0,-9.4,11.3,13.6,16.6,4.6,1053,2635
0.57,0.7,0.87,47197.0,-1.2,12.0,13.0,17.5,3.5,1312,3431
0.65,0.69,0.86,57583.0,-5.0,12.4,9.6,22.0,3.8,8284,9549
0.53,0.64,0.87,50607.0,1.9,13.1,14.3,19.9,2.8,1314,5735
0.53,0.67,0.87,55375.0,-10.6,12.4,12.1,18.1,2.6,552,2528
0.55,0.67,0.87,49507.0,-5.9,10.6,12.7,21.3,5.0,1801,4875
0.51,0.63,0.87,50642.0,-10.0,12.2,14.2,25.0,3.1,1395,3079
0.57,0.66,0.86,66070.0,9.0,11.6,8.9,21.0,2.5,2878,9659
0.49,0.65,0.85,51260.0,-14.0,11.7,14.3,14.7,2.8,962,2692
0.54,0.6,0.82,64169.0,7.3,14.8,7.2,36.1,3.4,119671,93421
0.64,0.69,0.84,55442.0,-3.3,12.5,9.4,21.2,3.4,15341,24441
0.47,0.63,0.79,52408.0,-2.1,9.3,11.0,25.1,3.4,4272,4936
0.57,0.74,0.89,47638.0,5.6,12.4,16.1,20.6,3.5,753,1820
0.55,0.72,0.88,54660.0,-12.8,11.2,14.0,20.6,3.0,1269,3692
0.57,0.62,0.84,56208.0,-2.6,12.9,8.6,31.9,4.5,40302,39083
0.52,0.72,0.87,59121.0,-7.9,9.9,13.3,20.8,2.9,1649,4340
0.55,0.63,0.84,66605.0,-0.7,13.9,7.7,28.1,2.3,2289,14761
0.41,0.54,0.83,55561.0,-1.4,9.3,5.5,51.1,2.3,25085,19111
0.61,0.72,0.86,50468.0,-2.3,12.6,11.7,16.1,4.2,3194,4968
0.56,0.72,0.87,50695.0,-4.0,12.3,10.9,14.9,2.9,755,2108
0.52,0.7,0.87,47422.0,-3.1,10.4,12.7,17.2,3.8,1920,3521
0.58,0.69,0.87,44875.0,-6.3,11.7,13.1,14.1,3.6,843,2524
0.57,0.71,0.86,41312.0,-6.0,12.6,11.5,18.0,5.8,5591,8710
0.61,0.66,0.86,74031.0,14.7,11.4,8.0,31.7,3.2,10371,14773
0.56,0.69,0.85,57315.0,-3.9,13.7,10.2,21.5,2.9,3938,6170
0.56,0.72,0.88,41118.0,12.0,14.5,12.8,13.0,3.8,719,2069
0.54,0.68,0.85,48013.0,-8.2,12.0,11.9,19.6,4.0,6293,10049
0.46,0.58,0.81,52953.0,3.0,10.5,13.6,22.4,3.4,1920,3437
0.45,0.57,0.87,62115.0,-16.6,8.6,7.8,29.7,3.5,5238,5332
0.53,0.62,0.79,51877.0,-4.9,14.8,8.9,23.0,3.5,16102,24627
0.55,0.66,0.87,54628.0,-2.9,11.5,12.8,15.5,3.4,1523,2443
0.56,0.71,0.86,47815.0,-1.8,13.0,11.8,17.7,4.1,1890,3790
0.53,0.68,0.86,41950.0,-0.4,11.2,12.9,20.4,5.6,1398,3575
0.51,0.7,0.86,49215.0,0.4,12.4,13.1,17.5,4.3,665,2386
0.54,0.64,0.83,49826.0,-2.9,12.4,12.2,21.9,6.2,1946,3977
0.42,0.59,0.86,47540.0,-31.2,12.2,12.8,18.3,3.7,281,1822
0.48,0.61,0.86,47194.0,-12.4,12.8,10.7,18.4,4.5,1823,7766
0.54,0.7,0.87,44424.0,-7.2,14.0,13.5,20.6,4.8,1306,4314
0.52,0.72,0.87,43960.0,-10.2,13.0,9.7,21.8,3.6,850,2861
0.57,0.62,0.83,60836.0,4.1,11.3,9.6,29.0,4.2,6489,18781
0.5,0.67,0.87,44940.0,-4.2,10.6,14.4,21.6,3.5,313,964
0.51,0.68,0.88,40859.0,0.3,10.1,18.4,16.8,5.2,236,1552
0.66,0.73,0.88,41140.0,-14.7,11.6,11.4,19.1,4.4,1959,6017
0.37,0.43,0.83,42649.0,0.4,14.2,15.3,26.3,2.8,188,1172
0.38,0.47,0.85,51280.0,-5.8,12.1,14.5,31.5,2.8,118,813
0.53,0.59,0.83,50291.0,-22.7,12.8,13.8,27.2,4.1,665,2831
0.47,0.6,0.86,42431.0,-8.7,12.1,14.9,22.5,4.1,744,2856
0.48,0.68,0.85,57224.0,8.1,10.2,13.0,22.9,6.2,719,2990
0.4,0.5,0.85,44898.0,14.7,9.8,18.0,18.6,3.1,102,705
0.59,0.64,0.85,45907.0,-0.8,11.8,12.6,20.1,4.4,3436,8016
0.5,0.64,0.88,39521.0,-3.1,12.2,11.0,29.5,4.8,5064,8394
0.36,0.47,0.82,41095.0,-27.1,11.5,17.0,23.5,3.9,178,1220
0.47,0.58,0.8,50268.0,-11.5,12.0,13.5,22.1,4.4,1582,5905
0.57,0.72,0.86,47320.0,-10.1,11.1,10.2,19.3,3.9,584,2601
0.45,0.54,0.78,55446.0,9.1,10.6,5.9,50.4,3.5,30089,14308
0.39,0.54,0.85,46825.0,-16.0,9.6,12.3,17.9,3.0,208,1033
0.43,0.61,0.82,40227.0,-20.1,11.0,15.0,15.0,5.0,160,1048
0.4,0.52,0.87,52265.0,-5.8,12.5,8.5,34.8,3.1,2669,8311
0.45,0.61,0.85,50403.0,2.2,10.1,12.8,20.4,3.8,515,1933
0.46,0.55,0.81,51812.0,-18.8,18.5,6.5,17.1,3.1,3006,6155
0.46,0.55,0.81,47175.0,-14.4,18.7,7.3,17.6,3.2,2032,4994
0.59,0.69,0.85,50155.0,1.4,12.1,11.0,19.5,4.2,2829,7025
0.24,0.29,0.48,46326.0,-65.9,29.1,6.0,21.9,5.6,2569,4116
0.33,0.54,0.85,51445.0,-27.1,13.9,15.0,22.7,2.4,149,1127
0.45,0.52,0.86,42224.0,-1.9,8.1,15.1,26.2,4.4,185,1013
0.47,0.52,0.84,58620.0,-15.9,16.1,6.4,15.4,3.6,427,1755
0.44,0.48,0.85,64274.0,-14.1,13.6,9.1,21.0,2.3,257,1651
0.36,0.45,0.83,47620.0,-14.0,11.6,16.3,29.0,2.1,83,523
0.47,0.66,0.86,40518.0,-13.5,11.0,17.7,19.6,4.9,484,2146
0.33,0.44,0.79,49932.0,20.4,13.1,8.9,18.2,2.7,114,690
0.52,0.59,0.84,42023.0,-15.2,12.6,16.9,17.1,3.6,388,1950
0.56,0.61,0.81,56848.0,-1.9,11.4,11.6,31.0,4.2,5006,8503
0.42,0.5,0.86,50514.0,-22.2,13.3,7.6,16.3,2.6,228,1011
0.45,0.56,0.87,51244.0,-14.1,10.8,11.4,28.4,2.6,124,845
0.61,0.72,0.86,57869.0,-3.6,12.8,10.3,21.3,3.4,1489,3888
0.64,0.72,0.87,62285.0,1.1,10.1,9.6,21.9,3.9,2483,5112
0.41,0.57,0.84,40940.0,-28.8,11.3,11.0,16.9,4.3,180,1204
0.53,0.57,0.78,80872.0,4.3,12.8,6.3,55.3,3.3,126324,133907
0.44,0.52,0.84,59254.0,-16.6,15.8,8.2,15.9,3.2,224,1048
0.52,0.59,0.84,59721.0,-24.2,10.8,16.3,24.2,4.4,594,2507
0.33,0.41,0.78,42976.0,-30.7,14.2,7.9,27.9,2.7,111,855
0.56,0.64,0.86,41103.0,-14.8,13.4,14.1,17.8,5.4,2234,5232
0.32,0.49,0.83,56677.0,-12.4,8.7,19.9,21.6,3.1,104,684
0.52,0.56,0.71,67558.0,8.9,12.6,7.8,31.7,4.3,10064,17387
0.46,0.59,0.85,42092.0,-16.4,10.3,13.8,22.6,3.4,214,1168
0.55,0.72,0.86,44391.0,3.3,10.5,10.9,16.0,6.4,721,3377
0.4,0.51,0.86,48453.0,2.9,16.8,7.9,17.6,2.6,149,1124
0.46,0.68,0.84,43600.0,4.1,12.5,8.7,27.3,4.1,4456,6354
0.43,0.57,0.8,56488.0,-6.1,11.3,13.0,29.0,3.2,3183,8407
0.4,0.59,0.81,51569.0,1.7,9.5,14.3,25.1,3.9,1177,3928
0.53,0.66,0.86,48687.0,-7.5,12.8,11.3,18.6,3.0,1060,3250
0.36,0.45,0.83,57187.0,-18.3,13.8,11.0,20.1,2.7,206,1390
0.62,0.7,0.86,67651.0,3.7,10.8,9.5,27.7,4.2,3949,9839
0.43,0.6,0.88,49552.0,-11.2,13.1,14.2,25.3,3.3,469,2216
0.46,0.57,0.81,41281.0,-16.7,12.6,14.2,18.2,6.1,2557,8466
0.5,0.67,0.84,48093.0,-8.8,10.6,15.2,20.1,3.8,586,1790
0.4,0.49,0.84,49717.0,-51.9,7.7,12.9,17.1,3.9,145,970
0.51,0.74,0.9,55324.0,-4.5,14.1,10.1,24.5,2.7,714,4066
0.54,0.65,0.86,42441.0,-12.5,12.6,12.4,20.6,7.2,1464,4340
0.43,0.56,0.87,46439.0,-14.4,11.4,17.8,18.9,3.4,160,1216
0.38,0.52,0.85,45845.0,-7.6,11.4,12.0,15.9,2.4,277,1808
0.57,0.71,0.86,54760.0,-1.6,10.7,12.6,18.6,4.4,1730,4713
0.46,0.58,0.88,41967.0,-6.6,12.7,19.9,23.0,3.4,231,1437
0.49,0.6,0.86,52808.0,-0.8,10.3,14.4,23.5,3.8,424,2261
0.45,0.57,0.85,46961.0,-5.0,9.8,12.3,18.8,3.3,567,1872
0.4,0.55,0.86,49386.0,0.7,10.9,14.4,22.3,3.2,296,2200
0.48,0.6,0.81,64704.0,12.6,16.2,8.0,34.5,3.5,2191,7451
0.38,0.55,0.84,51419.0,-15.7,14.1,13.2,28.1,4.1,769,2824
0.4,0.46,0.85,47377.0,2.0,12.0,17.2,25.1,2.4,160,1209
0.57,0.63,0.84,46208.0,-5.5,10.8,11.8,20.5,4.4,6670,15100
0.46,0.6,0.87,43921.0,-1.3,9.6,14.1,24.5,2.8,370,1993
0.45,0.56,0.8,47737.0,-13.8,12.2,12.2,23.2,4.0,668,2652
0.23,0.32,0.67,49901.0,-34.8,13.1,4.6,46.0,3.4,8892,9817
0.5,0.59,0.87,45268.0,-10.1,11.8,13.0,24.0,4.7,273,1999
0.47,0.57,0.86,45281.0,-5.2,12.0,21.1,23.1,4.0,227,1177
0.48,0.58,0.86,43857.0,-6.3,11.3,10.0,25.9,4.2,454,2544
0.47,0.6,0.82,48748.0,-11.5,12.6,9.7,26.2,3.7,6084,13367
0.42,0.52,0.84,60540.0,4.4,11.7,9.9,24.9,2.5,232,1832
0.58,0.6,0.81,52612.0,-1.6,14.3,8.7,30.9,4.6,66716,101319
0.45,0.54,0.82,48648.0,-30.0,18.6,5.8,11.1,4.3,1491,3025
0.56,0.68,0.84,55387.0,-4.0,12.5,10.2,30.8,4.0,33270,35349
0.37,0.53,0.87,49860.0,4.4,12.1,11.7,21.4,2.4,126,1186
0.37,0.41,0.78,48456.0,-3.5,13.3,11.4,19.1,3.3,340,2043
0.37,0.56,0.87,40006.0,-5.7,12.5,15.8,19.1,3.2,295,1635
0.46,0.6,0.86,46104.0,-7.9,12.9,12.1,23.9,3.7,303,1485
0.39,0.48,0.86,58135.0,2.4,16.8,9.6,19.3,2.8,132,580
0.44,0.55,0.86,57432.0,-28.1,13.1,8.4,12.2,4.0,215,1564
0.6,0.66,0.87,52186.0,-10.0,11.7,11.9,22.2,4.2,2039,6844
0.38,0.48,0.83,53816.0,-10.3,14.4,10.4,25.5,2.7,467,2832
0.48,0.57,0.88,46756.0,-13.9,12.9,18.4,22.8,4.0,193,1211
0.54,0.67,0.85,61502.0,-2.8,11.3,8.9,23.3,3.6,773,2358
0.35,0.43,0.83,47844.0,-6.0,15.3,11.3,30.9,2.7,45,711
0.55,0.66,0.89,45077.0,-3.2,13.8,11.5,20.3,3.3,378,2136
0.4,0.47,0.8,55336.0,-15.4,9.8,10.7,21.1,2.3,139,765
0.56,0.69,0.87,43134.0,-16.3,12.0,12.5,14.4,6.0,550,2747
0.49,0.66,0.85,35417.0,18.0,11.1,14.8,13.5,5.8,270,1063
